Gene,WT_L8_rep1,WT_L8_rep2,WT_L12_rep1,WT_L12_rep2,KO_L8_rep1,KO_L8_rep2,KO_L12_rep1,KO_L12_rep2
Nol12,260,314,328,306,476,337,438,286
Mir7223,0,0,0,0,0,0,0,0
D830031N03Rik,630,395,1360,681,310,206,579,321
G630090E17Rik,7,11,6,13,2,2,1,1
Ncapg,1283,1325,866,945,1495,1638,1552,1337
Gm5868,2,10,0,0,4,0,1,2
Stat5a,113,140,167,168,54,38,66,66
Elovl7,162,256,142,228,103,100,108,105
Ints7,869,1007,706,771,1320,1224,1575,1077
Atp6v1c2,2,5,9,4,5,5,5,4
1110020A21Rik,3,3,7,5,2,4,3,3
Enpp7,1,2,6,13,0,0,0,0
Grin3b,15,39,26,30,25,26,33,4
Tuba3a,3,0,3,4,8,9,12,14
Pcf11,909,1100,902,964,977,914,1071,913
Mir17,0,0,0,0,0,0,2,0
Gm19277,0,0,0,0,0,0,0,1
Man2b1,1858,1510,2766,2156,635,445,791,503
Arpc5,1207,1376,1299,1394,1465,1104,1122,788
Cacna1a,70,52,55,56,188,222,164,127
1700028I16Rik,1,0,1,1,2,1,1,0
Zfp608,464,514,278,360,916,808,945,894
Zfp872,21,29,13,10,4,0,4,2
Cyp27b1,0,6,1,6,7,4,8,6
Gfra1,15,19,54,40,27,31,288,219
Ccbl2,121,59,131,68,73,57,94,85
U2af2,1324,1642,1203,1274,2263,1530,2330,1225
Rtl1,13,35,22,21,19,33,66,148
Pgm3,537,621,666,729,585,384,594,323
Sin3b,1903,1960,1637,1616,1590,982,1922,964
Mir706,0,0,0,0,0,0,0,0
Ammecr1l,1007,1270,1094,1279,1202,940,1438,988
3110007F17Rik,3,7,1,6,5,5,5,3
BC037032,27,24,18,25,26,5,64,24
Nfkbiz,153,187,124,160,125,109,183,153
4930449I24Rik,0,0,0,0,0,0,0,0
Ublcp1,224,261,226,225,334,221,328,186
Dok6,1,0,0,0,1,1,5,1
C7,1,0,1,1,2,1,3,17
Daw1,0,0,0,0,1,0,0,0
Mir142b,0,1,0,1,2,0,2,0
Ppap2a,130,176,183,301,221,165,280,282
1700066N21Rik,0,0,0,0,0,0,0,0
Slc19a1,197,216,177,179,313,217,279,134
Cenpv,90,55,91,113,155,128,266,179
Mir467h,0,0,0,0,0,0,0,0
Mir7666,0,0,1,2,0,0,1,0
Pax4,0,0,0,0,0,0,0,0
Ushbp1,2,29,19,32,4,5,15,7
Mir6975,13,15,13,12,24,31,26,17
Olfr819,0,0,0,0,0,0,0,0
Stmn4,2,5,16,6,48,19,110,41
Cd163l1,0,0,1,1,1,0,1,0
C920009B18Rik,0,0,0,1,1,6,0,0
Oasl1,1,1,0,0,0,2,1,0
Mup1,0,0,0,0,0,0,0,0
1700022E09Rik,0,0,0,0,0,0,0,0
Mir7676-1,1,1,0,1,0,0,0,0
Mir5119,0,2,0,0,1,0,0,0
Rsf1os1,0,0,0,0,0,0,0,0
Cmtm2b,0,0,0,0,0,0,0,0
Gm14501,0,0,0,0,0,0,0,0
Sdcbp2,13,17,39,20,23,20,25,10
Pebp4,0,0,1,0,0,1,0,1
Tpmt,73,93,106,177,75,63,124,79
Snord65,4,4,1,2,11,5,7,4
Bai3,14,3,13,2,24,23,64,12
Ier5,204,308,167,224,442,375,473,187
Frmpd1os,2,0,0,1,1,0,0,0
Ssc5d,44,134,83,137,73,95,125,264
Sh2d2a,1,0,0,2,0,2,0,0
Gm5072,0,0,0,0,0,0,0,0
Mcat,176,234,224,223,294,144,324,111
Pramel1,1,4,3,0,10,4,6,4
4930509J09Rik,0,0,0,0,0,0,0,0
F13a1,0,2,14,49,0,3,2,8
Sh3tc2,554,367,839,656,88,1,126,8
9330159M07Rik,6,2,7,7,6,1,2,6
Pdcd2,328,402,309,369,402,287,335,246
Kcnmb1,2,15,0,2,35,63,10,30
Spice1,358,436,368,345,390,403,519,361
2210406O10Rik,4,4,0,0,0,2,1,0
Ibtk,1113,1185,1101,1221,1020,1001,1241,858
Urm1,418,564,407,479,621,365,631,311
Taar2,0,0,0,0,0,0,0,0
Mbd5,226,277,244,281,201,207,271,292
Krt83,0,0,0,1,0,1,1,0
1810041L15Rik,41,48,27,27,45,46,86,18
1700028P14Rik,0,1,0,0,0,0,1,0
Pnn,2437,2948,2371,2451,3538,3127,4185,2912
Gm12191,933,1158,775,850,1303,1830,1095,1671
Tgm2,634,960,592,1101,163,95,252,111
Mir6715,0,0,0,0,0,0,0,0
Zfp560,46,40,57,39,38,70,59,52
Olfr594,0,0,0,0,0,0,0,0
Olfr1431,0,0,0,0,0,0,0,0
Cst3,2254,2678,2449,3194,1549,1172,1694,968
Sp9,3,2,1,2,1,4,17,1
Srrd,157,172,140,145,223,136,206,110
Slc25a48,7,4,6,18,1,0,5,0
Slfn9,4,2,5,3,30,18,33,56
Mir6967-1,0,0,1,0,0,0,0,0
Rmnd1,102,114,119,122,90,87,110,117
Cdh23,5,9,1,7,10,18,38,3
Mir8118,0,0,0,0,0,0,0,0
Bace2,198,175,520,644,77,72,82,116
Pomgnt1,494,571,590,641,620,428,726,402
Gm382,0,0,0,0,0,0,0,0
C130074G19Rik,103,224,269,504,84,36,89,54
Lamb2,1169,1373,1995,1963,553,465,1168,727
Fndc4,218,363,309,369,412,322,519,302
Aifm3,32,57,84,110,27,15,82,9
Mir6405,0,0,0,0,0,0,0,0
Snx4,915,1094,995,1142,824,657,909,725
Sdcbp,1646,2063,2121,2320,1546,1001,1620,1074
Tbc1d20,654,775,975,937,453,255,679,286
Gm20758,0,0,0,0,0,0,0,1
M6pr,1508,1635,1495,1565,2317,1237,2062,1042
Lce1j,0,0,0,0,0,0,0,0
Eomes,485,996,87,137,939,1974,478,377
Olfr491,0,0,0,0,0,0,0,0
E230019M04Rik,2,0,4,2,0,0,0,0
2210407C18Rik,0,0,0,0,0,0,0,0
1700003E24Rik,0,0,0,0,0,0,0,0
Znhit2,153,195,137,178,187,177,233,90
Tbx1,11,17,21,5,7,9,7,5
Cryaa,0,1,0,0,0,0,0,0
Gm13034,9,3,3,2,5,3,13,2
Slc35g1,320,414,167,221,414,286,404,212
Sirt1,886,1034,765,789,1189,1090,1201,1010
Ank2,618,632,552,832,488,406,611,302
Defb28,0,0,0,0,0,0,0,0
Gdap1l1,25,20,19,6,57,22,78,25
Abca8a,0,0,1,1,0,0,0,0
Rfx5,128,144,87,112,214,262,312,300
Gm20268,0,0,0,0,0,0,0,0
Mapk8ip2,54,45,35,21,138,146,218,56
Cyp39a1,28,47,42,36,77,75,79,58
Fam162a,668,821,567,713,1225,1354,1292,1359
Apcdd1,435,817,264,217,639,1162,585,311
Tdpoz4,0,0,0,0,0,0,0,0
Mtfr1,605,742,536,627,1060,871,959,651
Lrig1,580,474,687,856,270,324,434,335
Hcfc2,157,209,311,279,90,77,199,208
Gabrp,1,2,0,0,3,0,86,0
Cops6,907,1103,847,955,1225,671,1278,673
Olfr988,0,0,0,0,0,0,0,0
Ankrd13a,1431,1836,1545,1576,1562,1506,1591,1243
Cpd,2124,2326,2830,3115,1388,1215,2034,1477
Mir7231,0,1,0,1,2,2,1,2
4933417A18Rik,0,0,0,0,0,0,0,0
Sec14l1,1075,1455,929,1126,1617,1235,1994,1182
Apip,118,121,129,145,144,130,165,159
Olfr110,0,0,0,0,0,0,0,0
Dock3,24,14,20,11,117,88,175,58
Slc6a5,0,1,0,0,1,0,2,2
Glrx3,277,318,212,244,491,425,471,295
A530054K11Rik,198,238,245,222,241,218,250,212
Adam2,0,0,0,0,1,2,2,0
Drp2,347,201,451,259,58,26,66,26
Plekha4,16,21,17,19,65,21,91,19
Inf2,278,560,336,466,486,458,396,272
Ormdl2,450,562,440,527,551,419,462,357
Mrpl41,200,231,166,212,195,194,206,201
Taar7e,0,0,0,0,0,0,0,0
Trio,1616,2067,1868,2096,1880,1744,2600,1621
Mrpl40,503,558,512,520,548,511,525,366
Rps15a-ps4,294,312,243,271,457,77,482,54
5730455P16Rik,169,201,160,200,281,264,410,271
Usp34,3372,3858,3411,3510,4112,3947,5240,3883
Olfr1156,0,0,0,0,0,0,0,0
Csgalnact2,131,186,224,259,283,157,337,210
Pdc,0,0,0,0,0,0,0,0
Bmp8b,39,77,10,26,63,17,45,23
Inip,344,368,299,269,564,496,625,405
Olfr1510,0,0,0,0,0,0,0,0
C86187,1,1,1,0,0,0,0,0
Epm2a,9,6,12,15,2,7,16,23
Atf6b,592,634,774,727,896,458,1175,501
Mir100,0,0,0,0,0,0,0,0
Rbms3,81,594,156,514,156,305,655,1189
Tll1,19,20,21,34,41,45,64,56
Fam83d,561,792,556,692,472,453,561,337
Hoxd1,36,23,11,8,143,123,47,22
AA467197,17,11,7,7,23,4,37,2
Carkd,356,383,441,417,260,246,371,287
Lmx1b,11,15,14,7,7,1,36,1
Vps4a,662,667,850,695,552,454,586,407
Mir3967,0,0,0,0,0,0,0,0
Zfp97,25,37,24,39,44,51,41,39
Ppp1r2,270,392,256,304,486,345,436,263
Sim2,5,2,2,1,5,0,6,1
Slc4a2,1869,2087,1994,2213,984,580,1218,626
Zfp335,457,593,592,559,621,493,874,477
Olfr1491,0,0,0,0,0,0,0,0
Klrb1,0,0,0,0,0,0,0,0
Grn,2976,2984,3497,4128,1408,833,1750,1057
Ablim2,7,7,6,15,6,0,14,2
Spem1,1,1,1,2,2,0,1,1
Vmn1r75,0,0,0,0,0,0,0,0
Olfr961,0,0,0,0,0,0,0,0
Fkbpl,74,77,60,89,100,81,123,70
Rpgrip1l,142,168,157,151,155,115,273,202
Alg2,533,650,731,845,640,506,1064,794
Fam187a,0,0,1,0,0,0,1,0
Tesk2,108,70,63,59,213,121,206,86
Zswim5,148,155,108,80,195,180,331,136
Ankrd17,4794,5461,5108,5499,3988,4594,4817,4319
Pklr,20,37,53,98,5,3,7,2
Tpbpb,0,1,3,4,0,0,0,0
Neurod4,5,0,6,0,2,1,49,7
Cldn19,1,0,2,1,2,8,4,2
Cyp2j12,0,0,0,0,2,0,1,0
Atp5l,27,20,42,37,22,13,35,8
Psmd2,2549,2929,2159,2378,3742,2348,3742,1944
Swsap1,82,82,63,66,140,86,133,69
Kcnk6,195,147,300,173,117,46,111,76
Kdf1,152,186,162,206,107,49,130,63
Scamp5,596,631,932,1083,602,281,703,319
Zfp959,56,63,65,67,99,120,105,105
Akap14,0,0,1,2,0,3,1,0
Gm10782,0,0,0,0,0,0,0,0
Cadm3,29,49,27,23,79,72,150,79
Ogfod1,443,343,432,350,493,405,444,309
Stard5,119,135,252,400,177,79,211,133
Cyb5r2,10,23,16,32,7,9,14,22
Vps72,414,521,380,444,712,416,935,399
Pcdh20,1,4,3,6,4,1,13,4
Cisd1,332,362,301,331,526,257,424,211
Lrrc30,0,0,0,0,0,0,0,0
Cwc25,472,486,439,481,537,370,607,345
Zfp26,735,947,708,806,1065,1191,1338,1104
Xk,32,82,35,50,109,74,88,108
Vmn2r86,0,0,0,0,0,0,0,0
Fbxw9,452,421,504,436,401,282,441,209
Ets2,728,1055,1079,1545,640,499,1150,707
7420701I03Rik,0,0,0,0,0,0,0,0
Haao,2,1,0,1,1,0,0,0
Agbl3,14,25,26,30,5,3,29,6
Pik3r2,830,864,1026,964,947,627,1125,495
4933433G08Rik,0,0,0,0,0,0,0,0
Kctd10,2017,2543,2116,2300,1775,1305,1690,1257
Olfr653,0,0,0,0,0,0,0,0
Tekt1,2,3,2,4,8,3,13,5
Gnat1,3,3,1,1,3,7,3,1
Skint8,0,0,0,0,0,0,0,1
H19,3218,159,2829,214,969,110,6626,76
Blnk,21,19,28,35,31,5,19,7
Ppp1r16a,299,457,347,370,552,320,658,202
Sucnr1,0,0,0,0,0,0,0,0
Csnk1a1,2538,3170,2434,2835,3741,3165,3888,3353
Mir802,0,0,0,0,0,0,0,0
Dusp10,116,117,140,189,133,181,95,94
1700065I16Rik,0,0,0,0,0,0,0,0
Susd1,85,126,166,307,95,44,168,143
Col19a1,4,1,0,3,4,5,6,5
Mir6374,0,1,0,0,0,0,0,0
Hapln3,16,8,7,6,16,10,18,6
Cyp2d40,0,0,0,1,1,0,0,0
Dpep2,3,0,2,2,2,0,1,0
Stat3,1164,1181,1330,1395,854,645,1097,1041
Med10,383,497,345,453,525,429,480,373
Olfr153,0,0,0,1,0,0,1,0
B3gat1,7,0,13,1,30,16,80,6
Flnc,1002,1740,976,1088,2204,1327,1504,945
Jmjd4,356,352,333,348,565,321,618,235
4931412M21,0,0,0,0,0,0,1,0
B3galt1,22,16,22,17,62,43,108,69
4921509C19Rik,0,0,0,0,0,0,0,0
Ifnlr1,149,197,175,240,63,18,100,34
8-Sep,697,816,657,896,1050,1159,1095,591
Dnaja1,542,728,558,600,931,602,870,495
Rfx2,111,188,118,173,212,140,353,180
Cfl2,811,955,1050,1175,956,888,1308,1272
Zbed6,1623,1823,1695,1596,1028,1163,1708,1264
4932415M13Rik,0,0,0,0,0,0,0,0
Slc2a12,13,29,11,9,17,8,20,8
Ikzf2,70,141,100,67,109,49,238,108
Olfr502,0,0,0,0,0,0,0,0
Rbmy,0,0,0,0,0,0,0,0
Ppp1r2-ps7,0,0,0,0,0,0,0,0
Ccdc170,2,3,7,4,16,4,20,9
Stam,692,758,713,616,779,796,1013,706
Olfr342,0,0,0,1,0,0,0,0
Olfr309,0,0,0,0,0,0,0,0
Blcap,354,486,452,627,574,549,879,654
Pomgnt2,142,164,167,194,163,73,201,96
Pgk2,0,0,0,0,0,0,0,0
Lhx1os,22,29,4,6,12,20,18,1
Rcsd1,88,145,94,184,68,50,292,359
Hand1,981,4663,1038,1888,1083,2918,909,1703
Gm4788,0,0,0,0,0,0,1,0
Zfp553,697,900,496,570,1183,852,1258,688
2810468N07Rik,36,38,48,47,26,27,46,38
Ywhah,959,1218,838,1156,1337,1359,1188,1085
Sorbs2os,3,1,0,1,0,1,6,1
Gca,77,90,54,65,104,78,173,179
AA536875,0,0,0,0,0,0,0,0
Slpi,2,0,1,5,26,12,6,9
Tcstv3,0,0,0,0,2,6,2,0
Gdpgp1,155,171,130,156,137,94,139,81
Etfdh,568,617,590,698,409,348,596,395
Mir1983,0,0,0,0,0,0,0,0
2310034C09Rik,0,0,0,0,0,0,0,0
Tfb2m,40,38,35,46,61,45,63,40
Lrp1b,1,2,1,2,5,5,8,3
Gsdmc2,0,0,0,0,0,0,0,0
Spag16,14,16,2,3,7,5,16,12
Ascc2,596,679,586,647,603,484,693,436
Sbno1,2385,2658,2571,2754,2982,2547,3596,2499
H1fx,153,261,107,120,170,132,247,115
Tas2r104,0,0,0,0,0,0,0,0
Trp53bp1,1342,1370,1218,1318,2244,2159,3286,2297
Plekha6,1136,1874,1094,1408,380,329,1071,961
Etl4,1606,1958,1190,1579,1797,1264,2115,1414
Magea4,0,0,0,0,0,0,0,0
Gm13939,2,0,0,0,3,3,2,2
Gpr174,0,0,0,0,1,0,0,0
Amelx,0,0,0,1,0,0,0,0
Mir653,0,0,0,0,0,0,0,0
Olfr1188,0,0,0,0,0,0,0,0
Mir16-1,5,1,2,1,3,0,1,1
Otud7b,983,1137,905,1022,945,574,1033,507
Mir6972,0,1,2,5,2,0,2,2
4933430H16Rik,0,0,0,0,0,0,0,0
Olfr854,0,0,0,0,0,0,0,0
Hmga1,961,1167,339,417,2256,1714,1432,908
Samt4,0,0,0,0,0,0,0,0
Slc18a2,104,229,291,393,57,77,88,89
Mir504,0,0,0,0,0,0,0,0
Athl1,224,291,222,263,204,212,281,232
Olfr92,0,0,0,0,0,0,0,0
Osbp,1188,1205,1557,1626,768,757,1191,891
Dalrd3,403,493,406,496,616,471,787,603
Alpk1,10,22,4,11,8,10,11,4
Dcbld2,1243,1760,1022,1429,2129,1824,1976,1789
Vmn1r38,0,0,0,0,0,0,0,0
Fgf6,0,0,0,0,0,0,0,0
Rsph3a,42,50,51,52,38,20,37,14
Hoxd11,20,11,7,9,101,11,173,191
Atp2b4,144,373,508,1051,284,548,664,1003
Ctag2,0,0,0,0,0,0,0,0
Tmem8,224,195,201,232,236,200,198,141
Tnks1bp1,700,712,867,806,975,549,1100,384
Mrgpra2b,0,0,0,0,0,0,0,0
Hrasls,2,1,2,1,2,1,6,2
Ssx9,0,0,0,0,0,0,0,0
Lrrc24,7,12,8,9,8,2,17,2
Fmo1,90,96,268,388,21,13,117,27
Atxn7l1,80,127,115,124,151,143,144,126
Txnl4b,87,110,116,109,124,95,89,92
Airn,118,259,152,251,68,172,188,294
Senp6,1711,1865,1598,1872,2443,2654,2647,2555
Mfsd10,503,669,390,414,581,461,530,396
Nup153,2431,2907,2045,2357,3839,3776,3918,2941
Tshr,18,29,26,48,16,18,23,38
Cyp2a22,0,0,0,0,0,0,0,0
Apom,672,1392,1669,3193,324,2,382,28
Tmem158,60,109,64,91,55,32,86,39
Fabp4,0,0,0,17,4,6,0,5
Sox10,1,6,0,0,16,13,15,12
Clec4a2,0,0,0,2,0,0,0,0
Sub1,1806,1998,1504,1577,3293,2998,3023,2438
Mir466b-1,0,0,0,0,0,0,0,0
Abcc5,1978,2571,2343,2989,1226,688,1474,784
Bcdin3d,76,109,84,80,108,67,95,63
Tmem175,277,310,338,338,223,139,227,149
Gm5065,2,0,0,2,0,0,2,0
Kctd21,129,145,193,225,88,59,105,77
Ctxn2,0,0,0,0,0,0,0,0
Ubap2l,3865,4689,3668,3875,3732,3794,4417,3669
Tbx22,1,0,0,0,0,0,3,0
Tbc1d10c,2,8,4,7,7,3,13,6
Olfr481,0,0,0,0,0,0,0,0
Pglyrp2,1,5,0,0,2,4,2,0
Gm14085,2,9,1,0,1,4,0,0
1700001G11Rik,15,23,33,20,13,4,31,8
Ctla4,0,0,0,0,1,0,0,0
Klf9,648,679,397,407,665,446,645,364
Serpini1,56,43,206,49,91,41,95,71
Fnbp4,1269,1456,1185,1112,1807,1734,2161,1630
Scd2,11999,16829,11251,12266,18047,18626,17543,15376
Ldoc1,22,69,19,21,10,2,14,3
Grsf1,1213,1320,1044,1100,2339,2032,1911,1499
Snrpd1,699,760,540,597,1263,1259,1172,1066
Olfr176,0,0,0,0,0,0,0,0
Ccnc,228,251,225,228,364,390,373,336
Gm20172,0,0,0,0,0,0,0,0
Ddx6,3292,4000,3402,3764,3745,3151,4990,3358
4930558J18Rik,22,17,19,16,8,18,20,21
Gm5925,0,0,0,0,0,0,0,0
Ercc8,123,123,93,108,354,191,271,123
Mettl13,325,327,317,288,426,285,429,185
Apol7c,0,0,0,0,0,0,0,0
Trpv5,1,1,0,0,1,0,8,0
4930453N24Rik,220,219,181,216,376,284,344,301
Loxhd1,0,0,0,0,0,0,1,0
Mir3960,1,0,1,1,1,0,1,1
Pcdha6-g,831,1086,836,1068,1422,977,1630,992
Gm13769,0,0,0,0,0,0,0,0
Olfr1202,0,0,0,0,0,0,0,0
Rem1,2,12,2,5,1,1,3,3
Ddx39,2254,2333,1556,1404,3043,2148,2304,1246
Pram1,7,11,14,9,5,4,19,4
Gm10591,0,0,0,0,0,0,0,0
Mir466q,0,0,0,0,0,0,0,0
Vipr2,28,28,71,91,9,6,38,29
Drg2,802,932,776,824,1179,885,1223,780
Pip5k1c,1624,2070,2161,2504,1533,1039,1881,1084
Eif2ak3,705,704,1131,1087,419,175,471,176
Taf12,178,197,180,204,280,315,232,197
Acpp,10,11,11,14,14,14,23,11
Esp34,0,0,0,0,0,0,0,0
Snhg18,83,113,167,153,54,55,85,114
Prl2b1,5,17,5,12,5,0,2,0
Gbx2,58,7,13,3,250,171,68,45
Phf8,525,575,579,506,604,562,722,583
Fry,19,34,92,183,41,54,181,265
Rora,442,450,418,486,151,225,190,240
Xirp1,3,4,6,58,3,0,6,6
Acsbg1,3,2,5,5,13,18,26,3
Tbccd1,289,323,280,307,317,221,298,237
4930505A04Rik,0,0,0,1,1,0,0,0
Mir7647,0,0,0,0,1,0,0,0
Zfp12,408,527,360,395,648,438,793,458
Ube2q1,1266,1589,1383,1478,1711,1224,1644,1102
Gcat,895,1087,666,1037,853,488,819,343
Fhl3,102,182,68,118,338,392,193,246
Ecsit,200,226,187,205,371,246,380,172
Mir7072,0,0,0,0,0,0,0,0
Tmem38a,157,181,169,224,163,126,183,156
Ip6k2,328,460,462,512,416,314,646,426
Cutal,57,75,88,135,11,14,9,10
Dedd2,202,210,171,197,163,80,200,37
Il20rb,27,28,29,31,40,26,39,15
Mir8105,0,1,0,0,0,0,1,0
Gm6083,65,52,16,14,144,70,221,101
Dclk3,1,1,2,5,1,1,2,1
4933400F21Rik,0,0,0,0,1,1,2,0
Gm3750,0,0,0,0,0,0,0,0
Lama1,48758,19952,76213,43555,7170,757,6708,871
Krtap4-13,0,0,0,0,0,0,0,0
Olfr26,0,0,0,0,0,0,0,0
Lars2,811,973,695,904,2060,564,1442,392
Zfp592,1361,1674,1517,1476,1302,1445,1319,1159
Mir6967-2,0,0,1,0,0,0,0,0
Myod1,0,0,0,0,0,1,1,1
4930467D21Rik,0,0,0,0,0,0,0,0
Ppp2r2c,80,117,23,46,305,308,144,56
Enoph1,508,622,449,545,615,514,573,352
Plekhj1,421,468,428,450,578,296,528,210
Igf1,39,74,75,97,18,39,226,262
Trim44,1985,2416,2087,2354,2868,3137,3155,3289
1700025M24Rik,0,0,0,0,0,0,0,0
Mir200b,0,0,0,0,0,0,0,0
Ly6c2,0,0,0,0,0,0,0,0
Rai1,1120,1482,829,984,1311,1024,2390,964
Actl6b,0,0,4,0,0,0,13,8
1700092C02Rik,0,0,0,0,0,0,0,0
Cul7,2514,3243,2535,2871,1885,1630,2339,1404
Otop1,5,4,3,2,10,8,7,3
Cmtm6,906,1142,931,1056,961,642,801,474
3110040N11Rik,77,84,100,119,91,29,107,47
Snai2,73,429,123,212,87,205,256,409
Mirlet7c-1,0,0,0,0,0,0,0,0
1190002N15Rik,499,1234,929,1613,584,782,1017,1482
Ndufb10,574,661,595,615,686,594,658,451
2700070H01Rik,1,1,0,4,0,3,4,8
1700010K23Rik,0,0,0,0,0,0,0,0
Cacna1b,57,75,43,52,160,118,218,87
Krt40,0,0,0,0,0,0,0,0
A630023P12Rik,0,0,0,0,0,0,0,0
6030466F02Rik,1,5,4,3,1,0,4,1
Mir574,0,0,0,0,0,0,0,0
Gm1600,4,1,4,5,3,2,4,1
Rpl27,25,36,25,24,83,36,75,24
Cdkn2b,33,39,52,64,58,26,45,35
Ascl1,18,8,26,3,16,11,147,12
Olfr601,0,0,0,0,0,0,0,0
Gm16796,6,12,13,12,16,10,16,4
Tph1,40,86,6,8,27,43,12,3
Isx,14,4,40,7,2,0,13,3
BC068281,121,99,90,102,83,95,118,101
Atp4a,1,5,4,2,18,5,6,2
Fabp3,1160,911,1257,933,282,47,233,57
Olfr9,0,0,0,0,0,0,0,0
Tlr1,1,0,0,5,0,0,0,0
Gskip,251,345,386,496,279,200,301,159
Zfp7,534,638,316,356,936,809,808,610
Tbc1d24,1383,1127,1801,1424,460,189,694,300
Mettl25,97,111,103,136,148,100,133,118
Mettl7a2,0,1,0,1,0,0,0,0
Lyz1,0,1,0,0,1,0,0,1
Necap2,652,671,727,681,534,261,549,182
2610307P16Rik,36,34,29,31,90,41,71,39
Nt5dc3,743,474,851,625,410,298,361,220
Stard10,846,819,1690,1476,332,158,438,136
Vmn1r40,0,0,0,0,0,0,0,0
Snord49b,7,1,2,9,14,7,12,8
Sptb,134,610,164,258,102,151,153,144
Flt3l,13,20,14,14,3,8,7,7
Olfr1484,0,0,0,0,0,0,0,0
Alg14,116,122,131,139,143,178,159,115
Gabrr3,0,0,0,0,0,1,0,0
Lcor,111,122,212,184,65,69,166,90
Slc12a4,871,753,1350,1090,730,378,833,373
Serpina7,1,2,0,0,1,0,0,0
Wfdc8,0,0,0,0,0,0,0,0
Eci2,240,263,256,309,312,267,470,379
Arhgap30,8,8,8,30,24,6,43,5
Porcn,235,294,148,226,154,147,260,172
Cfap126,14,22,16,14,23,21,29,8
Ndufv2,864,1067,858,963,1222,1137,1200,927
Nxnl1,2,5,2,2,1,2,2,6
BC117090,0,0,0,0,0,0,0,0
Ccno,18,7,3,5,58,31,55,54
Gm8363,7,9,11,5,10,7,9,3
Rbfox1,8,7,4,5,20,16,47,48
2610044O15Rik8,71,92,69,69,91,73,87,76
Slc46a2,0,0,0,0,1,0,0,0
Arl10,159,183,169,167,150,75,196,73
Olfr1278,0,0,0,0,0,0,0,0
Sik3,733,992,994,1438,916,800,1206,1040
Ces5a,0,0,0,0,0,2,0,1
Bzw2,1425,1951,943,1079,2313,2068,2434,1411
Naip2,6,9,13,22,12,14,2,7
Adam18,0,0,0,0,0,0,0,0
Pcmt1,500,648,512,540,602,536,670,371
Dmrtc2,0,1,0,0,1,0,0,0
Emg1,815,972,704,622,2388,1124,2092,919
Megf9,124,121,230,191,100,65,258,155
Rhox2a,0,0,0,0,0,0,0,0
Vmn1r113,0,0,0,0,0,0,0,0
Dmp1,0,0,0,1,0,2,1,1
Atoh7,0,0,0,0,0,0,0,0
Rilp,2,9,10,14,6,7,11,5
Sult6b1,6,6,5,3,18,5,19,9
Psat1,3143,4153,4166,6721,4112,3854,3709,2822
Mir6346,0,0,0,0,0,0,0,0
Pvt1,46,44,58,44,85,90,100,78
Otx2,307,382,92,49,553,267,716,191
Gm2927,0,0,0,0,0,0,0,0
Smok4a,2,0,0,2,0,1,0,2
Mir3088,0,0,0,0,0,0,0,0
Pcdha11,34,60,31,41,97,291,202,479
Lrfn3,168,148,157,180,146,57,163,64
Fbxw28,0,0,0,0,0,0,0,0
Mppe1,56,33,77,40,53,24,50,36
Serpinf1,83,159,240,425,175,302,636,919
Trim58,0,0,0,2,0,0,0,0
Mup15,0,0,0,0,0,0,0,0
Rae1,966,1046,768,944,1283,1071,1287,749
Tmem246,121,129,68,94,241,176,178,142
Mir9-3,0,0,0,0,0,0,0,0
Usp28,578,496,445,446,963,591,1137,616
Tmprss2,2358,3780,3309,5497,788,349,1152,316
Gpr18,1,0,0,0,0,2,0,0
Psmb3,216,188,142,178,365,185,314,118
Zfp873,79,113,95,143,124,150,170,160
Ndufa7,626,666,636,630,913,597,901,437
Ghsr,1,0,0,0,2,0,1,2
Scgn,0,0,0,0,4,0,2,5
Olfr954,0,0,0,0,0,0,0,0
Zfand3,1110,1570,1413,1660,1217,1155,1485,1296
Ccdc37,0,1,4,2,0,1,2,4
Cask,351,439,265,367,975,931,975,820
Amd2,192,240,156,193,366,350,280,215
L2hgdh,187,172,148,160,309,275,312,170
Gm13139,45,60,22,31,50,89,50,95
Tyk2,379,425,428,435,303,182,433,157
Vmn1r2,0,0,0,0,0,0,0,0
Arl5c,5,4,0,1,15,10,16,10
Olfr522,0,0,0,0,0,0,0,0
Icam1,77,152,81,185,145,83,173,101
Kirrel,972,1725,1078,1359,1739,1534,2000,1643
Polr1c,921,1009,767,738,1499,846,1293,630
Rtf1,1000,1159,970,972,1498,1440,1717,1342
Klf5,573,407,701,388,493,366,752,336
Dek,2252,2591,1809,1978,4354,4345,4314,3831
Gprc5d,0,0,1,1,0,0,1,0
2810474O19Rik,894,1038,924,898,1646,1855,1738,2443
Olfr1500,0,0,0,0,0,0,0,0
Gpatch2l,291,360,411,352,339,252,375,223
Gm15800,1032,1361,1305,1352,815,801,1627,961
Baiap2l1,278,392,367,437,155,186,191,160
Paqr6,1,2,1,0,4,1,1,2
Olfr76,0,0,0,0,0,0,0,0
Gm5622,2,2,1,1,10,25,1,0
Adamts7,100,174,103,117,255,203,422,230
Map7d1,969,1489,885,1119,1544,1133,1833,943
Ap2a1,1731,1975,1499,1585,1747,1113,1888,895
Il12b,0,0,0,0,0,0,0,0
Prkg2,31,20,159,509,51,31,65,56
Serpinb9c,14,29,6,23,8,0,10,1
Stmn2,322,196,119,43,1161,1079,781,480
Sgpp1,95,133,96,145,198,187,289,538
